ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,Unnamed_Column_24,Unnamed_Column_25
01/17/2012,96,47,55,65,58,84,189,458,565,674,702,622,592,595,692,987,"1,458","1,383","1,383",676,284,222,177,148
01/21/2012,15,17,14,13,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2012,115,73,61,56,42,49,37,78,128,74,0,0,,,,,,,,,,,,
02/03/2012,144,82,86,87,157,385,900,"1,193","1,080",692,627,579,,,,,,,,,,,,
01/18/2012,57,33,18,12,8,7,13,84,229,846,522,297,217,257,273,243,225,244,301,428,267,162,125,94
01/17/2012,90,48,33,34,49,126,280,565,583,328,249,236,207,240,307,345,293,310,330,302,235,207,194,140
01/17/2012,80,44,32,33,24,59,129,319,314,285,223,216,177,186,281,277,290,243,237,162,137,143,92,105
02/07/2012,37,19,17,11,19,74,514,"1,827","1,484",776,476,391,373,430,419,548,579,595,526,373,251,211,146,83
01/14/2012,141,81,53,32,47,57,122,223,259,385,421,465,,,,,,,,,,,,
01/13/2012,67,48,60,31,36,102,215,280,264,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2012,115,65,48,47,62,159,394,774,704,571,418,381,380,400,499,516,543,563,487,413,343,289,236,164
02/12/2012,135,76,74,40,40,37,46,44,88,62,0,0,,,,,,,,,,,,
02/08/2012,131,71,48,23,29,50,130,294,398,319,313,308,361,358,381,438,476,496,450,373,345,262,201,155
01/18/2012,88,58,41,19,28,50,200,786,822,400,353,450,454,566,716,795,790,817,882,607,469,342,261,132
02/09/2012,68,41,40,13,21,32,91,235,363,211,176,186,168,201,272,359,422,454,429,323,235,229,169,122
02/01/2012,151,120,105,88,103,145,297,561,775,843,735,707,849,642,906,918,859,"1,000",749,568,466,408,342,223
01/09/2012,56,51,36,34,42,58,138,256,259,232,222,217,240,246,239,282,295,294,303,228,140,144,146,107
01/09/2012,75,52,29,47,55,107,331,660,566,393,353,348,394,399,428,472,444,447,391,286,191,167,172,137
01/27/2012,60,38,29,32,33,65,145,151,161,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,20,9,5,3,8,15,29,89,178,78,82,80,79,100,145,181,116,119,102,116,80,63,30,21
02/17/2012,82,36,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2012,247,101,82,69,63,90,226,350,512,462,427,432,443,520,499,583,731,726,674,545,478,426,318,278
02/11/2012,152,102,88,61,72,55,66,117,188,297,367,345,353,340,346,310,349,356,351,327,269,218,194,174
02/15/2012,126,64,45,28,42,109,317,764,746,581,576,650,697,688,767,832,884,886,758,681,459,339,270,197
17,12809,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,EB,01/13/2012,29,11,10,2,9,30,119,401,301,182,106,144,161,154,258,224,225,202
01/09/2012,76,45,35,23,44,36,110,258,333,279,252,289,341,402,352,486,500,477,361,281,235,173,121,106
02/04/2012,157,124,107,86,99,96,73,97,136,187,202,226,118,0,0,0,0,0,0,0,0,0,0,0
02/10/2012,165,102,75,56,56,99,212,443,570,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/2012,82,53,29,21,29,45,141,304,364,231,209,182,212,246,252,299,272,259,287,232,242,146,149,112
02/02/2012,131,101,82,66,86,75,183,364,366,251,264,199,272,232,261,346,342,352,290,292,254,200,142,163
01/30/2012,57,39,31,30,27,49,101,125,190,165,156,188,201,249,236,343,345,342,280,197,165,136,88,75
01/30/2012,107,82,74,82,147,396,843,"1,132","1,059",640,550,612,624,598,602,690,617,610,521,434,366,273,248,159
01/13/2012,60,46,33,39,29,82,158,258,260,206,211,231,218,240,278,327,314,394,333,270,132,0,0,0
01/27/2012,104,88,74,98,95,162,210,269,366,344,133,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2012,45,25,42,40,61,132,233,355,311,231,188,182,189,157,200,237,217,202,171,153,110,106,89,77
02/17/2012,157,135,79,59,64,116,369,741,742,508,117,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2012,93,54,36,22,37,58,157,351,371,260,271,270,334,352,413,533,493,521,490,401,346,259,190,167
02/16/2012,57,32,30,16,19,25,70,190,243,150,130,134,134,134,167,190,168,157,175,98,102,91,75,75
02/17/2012,81,69,42,35,32,65,182,343,399,371,327,365,334,379,436,480,502,461,341,0,0,0,0,0
01/17/2012,125,60,21,17,34,47,135,197,290,304,307,306,309,307,253,301,304,338,315,216,227,208,199,197
01/13/2012,82,46,45,26,37,73,164,201,256,134,233,47,238,97,0,0,0,0,0,0,0,0,0,0
02/17/2012,112,74,79,48,53,76,172,367,429,367,37,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,94,39,31,15,33,56,83,282,421,309,266,271,248,236,290,320,344,309,294,217,180,164,128,101
02/03/2012,162,107,99,87,79,89,122,341,466,486,437,465,461,439,452,444,464,442,438,404,361,309,383,311
01/18/2012,1,2,0,0,3,2,7,22,88,68,96,62,151,116,93,121,122,110,96,107,84,148,53,4
02/10/2012,93,37,20,25,31,58,137,314,340,212,182,171,195,211,199,290,265,363,351,280,244,206,177,149
02/03/2012,150,93,81,59,98,71,155,270,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2012,121,98,80,69,118,320,576,699,689,571,457,464,467,495,513,460,576,480,454,341,239,211,203,234
01/31/2012,66,41,18,17,36,66,111,349,315,238,197,184,195,262,295,398,323,451,305,216,151,127,132,108
01/26/2012,76,45,29,19,27,35,82,176,229,220,246,238,278,274,272,271,308,312,273,205,218,132,90,66
02/01/2012,74,64,43,25,28,33,65,148,228,250,236,254,221,249,260,318,365,344,267,187,112,134,101,83
02/15/2012,485,320,213,165,255,432,757,"1,161","1,139",875,905,878,902,920,"1,048","1,120","1,167","1,093","1,040","1,015",973,"1,018",743,556
9,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,SB,01/11/2012,32,16,8,9,15,26,63,169,178,148,139,131,126,137,178,194,168,160
01/11/2012,109,44,46,40,59,149,430,978,"1,021",686,567,746,732,797,874,827,873,813,746,680,512,428,269,175
01/10/2012,148,110,65,67,90,167,402,793,"1,233",851,701,910,969,967,"1,213","1,406","1,287","1,372","1,120",901,713,558,331,232
01/17/2012,23,9,14,11,20,57,97,112,133,142,115,119,122,134,136,154,145,151,127,120,75,75,42,28
01/26/2012,31,14,22,9,16,37,74,203,242,198,140,148,178,163,188,197,200,225,180,180,134,119,62,43
01/31/2012,35,19,11,24,34,23,40,87,112,84,41,0,,,,,,,,,,,,
02/03/2012,46,24,19,26,26,50,91,190,248,178,131,117,113,135,33,0,0,0,0,0,0,0,0,0
02/01/2012,103,64,60,63,115,186,313,411,439,368,380,377,423,431,403,435,404,422,420,388,329,225,198,142
02/11/2012,72,35,26,26,25,22,33,54,97,146,170,145,158,130,158,126,142,165,169,179,145,105,82,59
01/17/2012,33,25,18,8,16,34,102,586,503,238,263,112,68,15,21,7,297,365,329,315,228,154,104,66
01/16/2012,90,61,63,63,56,68,106,263,329,398,497,570,590,660,678,891,978,910,680,530,322,190,178,150
02/14/2012,53,28,34,18,39,44,63,300,374,344,316,356,339,412,457,528,552,499,430,350,256,188,135,83
01/11/2012,11,2,8,7,9,16,34,160,140,79,67,84,87,88,152,204,173,195,116,90,70,58,36,21
02/03/2012,67,55,31,25,28,54,104,153,183,180,119,192,195,166,239,220,401,411,349,243,183,155,139,128
01/09/2012,26,24,13,22,21,66,161,207,272,198,163,195,213,237,278,309,375,341,297,258,166,148,112,73
02/08/2012,81,49,33,22,28,53,167,481,720,480,406,440,383,418,509,595,609,569,575,436,320,279,241,163
01/10/2012,68,30,36,10,38,84,174,356,348,260,195,228,249,218,317,295,296,226,243,205,155,140,99,76
01/13/2012,71,34,39,36,35,53,100,164,308,261,283,272,287,103,0,0,0,0,0,0,0,0,0,0
01/31/2012,39,36,12,10,17,51,82,182,173,162,153,146,145,158,163,175,188,191,156,115,115,87,67,68
02/11/2012,107,74,53,34,46,51,56,80,147,228,230,253,212,227,266,230,276,242,247,249,196,177,159,152
01/18/2012,33,25,23,12,13,27,58,119,229,196,184,212,200,151,201,229,182,209,191,155,109,86,71,38
01/19/2012,38,30,13,16,4,24,81,383,492,227,236,281,328,338,436,404,368,246,129,161,164,124,59,48
01/11/2012,31,14,18,4,18,60,86,171,166,113,84,102,111,117,141,154,135,154,160,101,92,52,46,23
01/11/2012,48,29,20,14,22,38,103,336,267,227,195,162,208,143,203,241,246,257,219,120,129,107,88,60
01/27/2012,53,23,3,27,22,27,74,168,212,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/24/2012,191,141,114,175,154,132,224,380,380,339,332,327,329,294,322,308,291,298,255,243,281,192,214,188
01/13/2012,121,62,53,41,52,95,211,474,541,541,567,674,766,729,880,974,991,"1,000",854,716,515,426,339,258
02/16/2012,419,344,227,165,282,443,735,"1,192","1,173","1,035",924,956,"1,004",913,"1,008","1,217","1,191","1,193","1,163","1,065","1,153","1,043",850,647
01/30/2012,88,81,59,38,56,27,34,51,88,61,64,82,70,62,68,76,90,100,65,78,57,58,59,35
02/15/2012,76,33,32,21,31,32,70,130,178,189,163,162,203,228,266,341,348,377,316,266,237,184,135,104
02/05/2012,55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
01/31/2012,82,72,39,44,57,149,430,821,726,537,393,367,396,391,493,484,519,569,478,429,325,277,252,174
01/13/2012,21,20,13,14,30,64,65,170,245,172,197,143,162,150,37,0,0,0,0,0,0,0,0,0
01/11/2012,61,30,23,19,24,66,156,264,392,197,209,232,314,356,400,428,376,467,361,311,249,197,108,47
01/29/2012,155,114,87,78,103,67,88,81,137,178,236,257,329,366,360,404,423,325,321,294,220,201,168,88
01/13/2012,97,78,44,33,52,58,151,251,316,278,129,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,193,124,92,69,73,101,206,454,528,432,415,411,432,403,490,622,725,719,586,454,408,349,288,258
02/19/2012,"1,084",950,732,577,689,678,507,491,538,626,737,867,,,,,,,,,,,,
02/01/2012,102,71,45,39,56,101,196,552,602,474,405,413,471,516,533,600,685,683,510,366,326,269,193,174
02/01/2012,111,78,67,56,71,152,252,469,451,341,311,358,398,466,551,731,729,707,662,596,437,375,253,196
02/12/2012,78,57,33,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
01/29/2012,222,149,153,121,153,113,66,84,125,154,235,259,353,388,410,422,421,404,369,376,343,289,185,150
02/03/2012,27,18,14,14,16,22,36,58,80,64,58,48,61,71,0,0,0,0,0,0,0,0,0,0
01/13/2012,197,120,82,56,84,94,219,493,560,460,429,457,427,486,552,687,710,725,318,0,0,0,0,0
01/31/2012,121,66,53,41,45,71,135,287,417,267,257,278,327,340,373,475,474,527,429,347,248,201,186,162
01/13/2012,144,79,50,44,85,277,700,"1,131","1,158",802,761,770,734,751,920,854,789,723,680,612,560,398,429,346
01/13/2012,78,57,45,31,56,119,236,673,526,375,360,328,322,322,511,486,533,485,436,322,246,240,239,179
01/23/2012,84,42,26,18,27,68,158,297,268,199,166,168,212,227,244,290,271,237,221,173,150,138,118,103
02/15/2012,82,55,16,28,25,39,51,160,209,189,178,188,196,174,262,319,308,311,240,224,160,135,107,83
01/24/2012,78,59,38,34,34,74,159,258,325,297,313,338,377,380,406,423,477,485,447,340,227,184,160,92
01/11/2012,26,28,19,14,27,77,166,265,274,287,253,222,239,259,258,318,371,331,280,242,192,137,111,75
02/19/2012,241,176,157,99,126,107,86,72,96,142,196,207,,,,,,,,,,,,
01/11/2012,92,53,45,40,64,56,108,142,208,210,196,182,248,201,289,311,384,392,379,269,197,157,118,108
01/24/2012,74,54,58,77,81,146,211,242,351,309,273,290,323,336,332,379,368,373,287,222,168,132,123,108
22,12809,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,WB,01/12/2012,32,9,4,3,3,11,41,187,187,108,126,158,130,180,272,449,444,368
02/02/2012,87,62,47,30,52,103,195,228,363,265,264,275,304,315,338,398,379,379,350,309,233,229,173,143
02/03/2012,99,70,61,63,118,209,376,398,424,379,369,381,,,,,,,,,,,,
02/01/2012,37,27,21,12,18,48,88,199,265,157,128,131,150,169,203,221,210,229,173,150,147,125,82,78
2,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,NB,01/10/2012,21,16,8,6,13,13,31,70,67,45,57,67,73,95,102,98,133,131
01/13/2012,49,25,18,16,42,32,97,212,281,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2012,49,29,9,8,13,40,77,213,259,189,184,190,192,174,192,294,365,326,239,206,98,105,99,76
01/11/2012,107,64,44,33,39,78,173,470,580,548,597,635,667,707,779,915,"1,004","1,097",843,635,496,352,232,159
01/26/2012,45,34,27,26,35,57,80,198,193,247,240,224,256,244,226,240,254,261,213,192,152,109,65,57
02/03/2012,39,22,19,10,15,18,22,92,88,95,76,87,87,83,82,135,126,132,121,141,96,91,69,60
01/12/2012,54,55,43,42,113,323,398,507,596,452,442,414,433,431,468,520,446,461,516,428,302,232,201,174
02/10/2012,69,40,17,13,27,55,173,454,409,247,165,158,188,220,248,282,279,315,331,305,212,146,148,112
01/26/2012,121,60,56,34,65,159,319,504,478,364,356,379,374,390,428,449,494,491,506,410,330,251,211,168
01/30/2012,32,24,17,19,27,34,94,191,206,149,163,171,149,163,207,237,320,232,200,113,122,88,76,44
01/11/2012,67,32,24,18,32,63,120,143,299,220,268,262,229,257,314,410,350,346,337,273,202,176,134,112
01/10/2012,65,59,42,47,120,347,420,562,666,532,494,422,496,459,536,547,491,482,455,446,349,248,179,119
02/08/2012,86,52,35,25,20,56,103,249,330,220,160,208,203,209,234,303,355,364,317,306,210,211,177,118
01/23/2012,422,367,234,173,209,235,438,684,859,839,849,963,970,"1,103","1,171","1,444","1,584","1,491","1,355",982,732,582,496,555
02/15/2012,299,201,125,108,109,187,332,573,726,690,686,665,674,677,665,745,802,777,737,750,693,631,471,256
02/01/2012,293,197,154,169,357,946,"1,719","2,185","2,014","1,774","1,455","1,445","1,479","1,490","1,516","1,610","1,500","1,657","1,445","1,225",985,843,786,601
01/12/2012,70,37,39,23,26,51,128,399,475,255,215,240,278,277,324,378,409,389,373,248,171,154,124,101
02/14/2012,17,16,10,7,14,29,101,188,197,163,135,154,160,215,234,220,276,291,244,176,113,102,48,49
01/25/2012,110,55,41,31,69,164,328,501,499,361,347,360,395,384,489,552,469,518,439,460,352,277,297,123
02/02/2012,158,123,78,78,81,135,279,556,615,510,440,457,516,498,527,564,547,524,579,444,381,345,291,253
01/25/2012,58,46,16,15,24,50,147,320,260,207,171,178,263,242,350,315,289,277,273,265,212,210,130,112
02/01/2012,175,110,73,68,81,96,226,554,587,475,412,498,508,497,515,542,513,530,506,476,400,339,311,225
01/30/2012,76,74,43,42,42,49,124,186,197,182,172,167,163,189,228,240,262,247,209,183,145,127,84,73
01/20/2012,78,71,31,27,34,71,161,298,308,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2012,12,14,6,6,3,3,24,52,70,29,36,54,58,43,70,53,56,52,48,43,46,40,35,24
02/02/2012,468,297,192,194,263,467,921,"1,502","1,701","1,429","1,317","1,286","1,334","1,324","1,606","1,903","1,815","2,000","1,852","1,538","1,377","1,100",960,794
02/14/2012,208,144,85,60,89,163,522,953,886,865,731,825,832,887,963,964,901,848,832,819,640,502,477,333
01/26/2012,134,101,72,84,102,315,557,639,626,584,455,393,493,448,475,528,507,490,461,333,252,258,212,227
01/09/2012,55,33,44,37,54,60,95,141,183,243,176,228,197,239,249,289,403,421,400,255,172,161,109,90
01/22/2012,90,50,46,43,56,27,33,50,85,116,165,176,,,,,,,,,,,,
02/17/2012,153,81,63,39,48,60,145,200,332,366,346,355,368,365,414,507,489,480,450,409,311,259,251,199
01/30/2012,94,59,48,39,63,92,221,297,318,309,325,437,456,502,487,748,745,852,685,404,292,261,183,162
12,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,SB,01/14/2012,45,45,28,23,21,19,32,56,67,109,74,0,,,,,,
01/31/2012,13,4,3,5,9,10,25,55,116,54,55,51,67,85,82,89,83,83,81,104,71,51,40,29
02/02/2012,35,21,10,8,11,19,59,100,119,97,95,128,149,141,181,215,199,178,149,119,143,99,81,60
02/16/2012,90,41,31,35,23,42,103,239,269,236,186,251,261,234,272,337,336,326,345,317,237,187,170,238
02/04/2012,76,41,44,19,20,17,16,21,43,56,62,78,115,107,78,120,124,108,102,101,102,99,74,79
01/13/2012,43,27,15,9,8,36,86,343,304,164,170,189,193,226,304,281,257,302,287,226,164,0,0,0
01/12/2012,46,24,17,23,34,69,201,375,406,273,242,241,281,272,296,323,302,274,313,295,231,184,144,131
01/11/2012,32,35,16,22,12,32,108,327,311,153,170,185,197,192,278,348,279,263,260,208,171,114,96,55
02/03/2012,181,114,92,106,170,294,710,"1,557","1,297","1,031",961,987,"1,067","1,054","1,069",0,0,0,0,0,0,0,0,0
01/25/2012,31,12,7,9,8,37,136,298,390,232,163,115,182,229,211,225,227,237,165,123,96,81,69,54
01/13/2012,65,44,36,29,61,183,199,398,467,314,301,304,387,393,488,585,474,481,486,476,348,0,0,0
01/25/2012,606,397,265,227,220,265,450,704,854,854,848,967,"1,076","1,057","1,189","1,484","1,646","1,666","1,417","1,116",814,653,640,664
01/12/2012,73,50,19,21,29,39,122,170,303,295,250,267,274,241,289,400,349,384,338,266,229,142,132,110
01/24/2012,56,45,20,13,33,48,147,322,293,198,174,176,228,195,256,293,272,203,212,165,138,146,112,88
02/01/2012,43,23,12,13,13,36,74,155,202,203,161,160,160,177,156,214,236,189,177,132,108,101,90,74
02/08/2012,45,20,22,13,6,37,57,283,534,364,269,312,321,325,394,677,863,825,649,479,280,233,178,86
01/12/2012,94,54,35,29,44,78,190,340,506,403,384,437,459,486,555,675,698,704,579,479,363,267,211,152
01/18/2012,106,49,30,25,28,39,140,220,306,309,209,287,276,270,301,281,331,358,344,261,239,262,211,184
01/20/2012,22,25,11,16,26,31,49,139,191,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/14/2012,190,114,76,65,49,60,87,149,338,506,601,792,,,,,,,,,,,,
02/07/2012,130,69,42,34,56,108,181,374,565,470,435,403,446,467,510,621,700,750,656,500,376,296,234,177
02/16/2012,70,26,27,18,31,51,138,264,366,317,328,301,341,371,384,460,435,418,316,273,171,121,125,88
02/01/2012,43,19,26,20,23,27,59,185,189,149,137,154,167,180,168,268,285,229,227,141,159,125,87,60
01/31/2012,39,26,23,12,29,33,108,211,184,174,149,159,170,175,203,278,266,247,205,150,160,115,79,58
01/24/2012,38,17,14,22,30,75,234,284,309,210,150,197,206,229,230,249,282,255,227,175,148,135,82,68
02/09/2012,169,99,45,41,49,75,173,468,569,459,337,398,418,427,477,571,603,619,619,540,410,406,387,257
01/30/2012,141,103,76,42,73,105,204,383,482,451,377,414,384,434,481,603,599,536,480,363,317,288,214,168
02/07/2012,83,50,34,20,29,58,161,446,715,513,357,406,411,424,481,611,598,617,537,423,336,273,227,157
02/25/2012,91,59,42,41,57,35,74,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,108,59,37,40,37,110,203,425,602,467,505,637,658,669,769,859,943,985,886,619,460,358,278,188
02/03/2012,123,101,75,69,90,151,333,573,493,400,394,406,500,471,436,0,0,0,0,0,0,0,0,0
01/10/2012,151,112,72,45,51,82,162,425,496,439,396,358,440,484,443,578,546,563,520,419,356,343,252,210
01/09/2012,38,17,10,9,11,40,94,359,283,133,156,191,176,190,298,332,269,260,256,194,144,127,99,58
01/12/2012,66,37,29,19,30,51,99,297,355,246,261,328,325,340,413,487,452,540,357,283,212,196,127,90
01/31/2012,47,40,26,24,24,39,86,175,237,209,197,177,232,219,244,286,293,344,284,178,153,108,113,70
01/14/2012,80,62,41,30,23,27,57,93,158,195,246,313,,,,,,,,,,,,
01/11/2012,49,44,22,17,32,115,164,223,275,184,201,247,237,211,259,254,264,223,255,165,207,146,106,64
02/10/2012,153,69,66,49,41,100,211,387,564,475,440,33,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2012,57,28,22,18,20,48,98,222,209,134,134,134,140,122,224,213,200,226,178,132,119,129,80,84
02/15/2012,98,54,34,35,35,60,120,295,446,277,277,270,264,266,349,392,439,439,429,339,233,179,155,129
02/17/2012,80,59,35,45,43,85,207,462,540,465,441,447,453,439,498,525,465,456,198,0,0,0,0,0
02/17/2012,70,48,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2012,31,19,5,5,4,16,123,164,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2012,55,39,25,19,37,58,214,466,462,365,256,291,253,310,299,399,358,386,321,281,213,188,168,86
01/26/2012,182,168,128,124,164,153,259,408,435,355,342,348,379,331,374,292,324,316,291,277,308,218,209,192
5,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,NB,01/13/2012,31,17,7,5,13,28,29,68,84,64,83,89,88,113,113,126,133,135
01/21/2012,46,28,24,13,8,15,34,55,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/17/2012,44,38,24,19,18,13,69,183,204,156,104,116,139,168,231,182,176,183,198,163,151,179,206,101
01/23/2012,36,26,42,17,17,21,51,96,175,113,148,139,129,145,177,198,192,167,137,107,91,77,65,50
01/17/2012,41,41,17,17,27,25,76,193,264,136,188,200,241,250,305,269,268,256,245,241,157,106,96,68
01/25/2012,26,19,21,13,20,27,100,221,226,192,147,169,173,164,195,237,223,219,200,145,136,105,65,48
01/23/2012,177,149,125,189,162,142,270,409,412,362,349,360,376,338,340,309,324,325,285,275,274,211,233,195
02/10/2012,58,37,17,13,15,27,64,307,535,388,291,217,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2012,99,66,73,49,71,53,64,82,91,101,159,156,,,,,,,,,,,,
02/09/2012,21,14,10,6,11,11,50,92,188,140,129,157,92,113,125,153,145,151,123,121,99,80,62,44
6,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,NB,01/14/2012,42,27,21,18,21,13,17,18,46,53,29,0,,,,,,
01/12/2012,56,41,39,35,64,144,334,356,375,315,204,247,228,200,230,242,310,281,233,178,142,143,98,83
01/28/2012,216,131,119,89,90,107,138,239,326,389,441,507,402,0,0,0,0,0,0,0,0,0,0,0
02/12/2012,172,140,92,55,52,48,82,125,193,238,376,444,502,524,486,447,487,389,350,340,244,260,182,119
01/13/2012,62,37,35,22,35,83,189,400,421,280,250,268,292,271,305,352,342,305,322,297,233,216,213,174
02/14/2012,23,14,17,9,14,18,67,149,204,172,186,212,213,233,267,364,408,461,402,248,149,111,74,61
01/30/2012,39,28,20,18,22,39,86,193,243,122,115,108,125,143,190,184,188,207,185,127,98,94,77,56
01/10/2012,7,10,11,6,6,15,47,142,150,85,67,85,120,101,131,170,159,182,100,81,72,58,52,26
01/17/2012,9,5,6,2,8,6,19,61,82,65,54,49,63,45,52,60,61,52,80,49,40,44,21,16
02/01/2012,106,82,71,51,64,133,320,590,671,478,408,486,411,450,450,513,454,456,437,415,316,244,234,159
02/16/2012,121,66,41,22,39,83,206,458,473,320,274,317,380,396,512,524,550,600,469,415,327,258,191,137
01/24/2012,50,34,27,22,30,41,92,202,223,173,150,172,156,180,285,336,360,375,318,244,187,177,114,96
01/20/2012,3,9,7,0,6,18,64,111,233,192,96,112,100,125,128,155,142,115,193,55,44,105,32,9
01/28/2012,168,152,98,97,156,100,80,143,189,257,355,338,423,449,484,524,525,535,512,459,434,361,305,267
01/20/2012,7,4,4,2,2,1,5,19,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/16/2012,7,6,3,2,1,1,11,15,11,10,24,10,8,4,25,20,26,18,14,19,20,12,10,4
02/16/2012,59,34,27,14,27,59,120,322,372,248,268,270,275,249,411,581,624,663,438,335,226,157,117,103
02/18/2012,69,83,41,48,47,43,52,72,114,162,167,200,230,194,266,269,293,271,251,206,190,199,141,116
71,107956,HYLAN BLVD,NARROWS RD SO,STEUBEN ST,SB,01/13/2012,148,82,44,45,46,86,193,546,434,404,396,516,517,553,639,711,767,730
01/18/2012,49,29,14,17,26,23,104,165,256,177,195,206,273,208,348,276,253,285,244,229,159,114,79,77
02/03/2012,40,28,17,19,13,21,48,93,132,109,143,154,165,170,180,189,371,189,152,136,101,104,67,69
02/02/2012,67,36,27,30,44,38,118,127,181,190,161,164,218,212,245,319,352,403,348,205,158,149,105,93
01/31/2012,158,115,83,76,101,168,297,706,942,941,803,782,819,821,873,973,"1,062",988,853,668,511,445,340,274
02/10/2012,94,59,46,13,40,67,133,278,384,256,224,190,218,227,296,324,307,306,328,278,231,208,218,145
02/01/2012,125,59,33,51,58,77,159,282,461,372,323,334,326,342,401,441,454,531,458,323,289,259,178,153
02/04/2012,127,114,75,65,71,74,56,68,140,191,196,256,187,0,0,0,0,0,0,0,0,0,0,0
02/03/2012,40,41,30,39,26,23,36,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2012,184,93,81,52,84,142,273,423,501,442,449,462,423,430,496,500,525,524,515,528,446,382,302,218
01/12/2012,111,53,48,11,37,86,278,629,605,471,490,479,509,586,675,735,710,745,781,593,441,402,286,218
02/09/2012,64,45,30,23,59,177,400,575,558,365,372,370,375,425,546,528,517,514,498,456,345,281,202,133
01/10/2012,175,128,88,46,44,84,224,357,581,532,420,469,424,470,521,606,759,740,703,582,462,372,326,291
02/09/2012,82,52,33,24,24,42,121,275,424,296,288,272,328,295,332,431,493,520,485,354,281,211,189,130
02/09/2012,2,1,1,1,4,1,6,18,17,9,6,10,8,10,11,16,23,14,20,17,16,11,8,7
01/14/2012,31,22,14,8,5,7,30,47,72,117,158,197,226,244,229,257,106,0,0,0,0,0,0,0
01/12/2012,16,16,10,8,14,53,84,152,163,71,83,100,100,120,141,133,135,143,137,117,59,59,36,41
01/12/2012,20,13,5,3,4,17,47,130,91,58,44,59,78,95,107,114,125,126,115,108,62,64,45,29
02/17/2012,34,24,10,7,9,10,25,83,222,306,214,127,103,98,117,19,0,0,0,0,0,0,0,0
01/12/2012,24,21,10,16,32,62,62,156,246,171,174,109,151,164,125,217,149,173,178,132,121,80,69,46
01/12/2012,52,45,33,20,37,89,178,341,389,295,238,214,244,262,305,294,309,283,264,199,153,139,108,67
01/16/2012,91,60,28,27,16,37,91,161,225,269,281,277,305,314,285,321,304,363,341,240,204,246,245,207
02/10/2012,8,0,1,1,1,2,4,14,24,11,9,8,14,7,27,17,23,20,21,16,18,12,16,11
02/01/2012,104,82,55,45,50,72,161,409,393,381,342,364,379,392,397,437,481,475,257,340,308,261,222,173
01/26/2012,59,45,52,24,20,29,51,106,153,219,228,174,223,198,235,286,236,134,246,167,111,98,82,86
01/23/2012,532,328,223,166,175,206,268,478,534,533,683,782,810,847,906,"1,154","1,216","1,252","1,098",863,730,659,611,573
01/17/2012,2,4,2,3,3,1,6,24,84,67,73,92,116,125,104,107,103,140,108,88,97,124,48,5
02/16/2012,53,35,23,8,31,22,54,172,222,218,256,210,239,230,225,276,288,235,202,169,174,140,86,78
56,15047,CLOVE RD,NECKAR AVE,WESER AVE,NB,01/10/2012,50,27,25,25,39,92,208,352,395,298,271,287,274,314,340,363,350,346
01/10/2012,36,25,15,5,4,31,99,267,445,169,167,198,175,210,240,364,279,268,251,210,155,135,87,64
