ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
281417251,01/31/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,83,0,25-44,M,BLACK,1007127,193705,40.698323,-73.917495,POINT (-73.917495 40.698323)
281715499,02/05/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,40,0,25-44,M,WHITE HISPANIC,1008095,233594,40.807808,-73.913863,POINT (-73.913863 40.807808)
282344583,02/16/2024,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,18,0,45-64,M,BLACK,986272,217415,40.7634301172637,-73.99270080927215,POINT (-73.99270080927215 40.7634301172637)
280934972,01/22/2024,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200503,F,B,41,72,25-44,M,BLACK,1017933,232222,40.804008,-73.878333,POINT (-73.878333 40.804008)
279978540,01/04/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,105,0,25-44,M,WHITE HISPANIC,1063089,210890,40.74517,-73.715477,POINT (-73.715477 40.74517)
280346958,01/11/2024,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,46,0,25-44,M,WHITE HISPANIC,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578)
281175772,01/26/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,49,0,25-44,M,WHITE HISPANIC,1024680,254602,40.86540567333253,-73.85382841465285,POINT (-73.85382841465285 40.86540567333253)
281478027,02/01/2024,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,M,33,0,25-44,M,BLACK HISPANIC,1001888,245600,40.840775,-73.936253,POINT (-73.936253 40.840775)
280768780,01/19/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,25,0,25-44,M,WHITE HISPANIC,1002076,231440,40.801908,-73.935612,POINT (-73.935612 40.801908)
280561012,01/15/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,24,0,25-44,M,WHITE HISPANIC,990156,227734,40.79175131055287,-73.97867093993699,POINT (-73.97867093993699 40.79175131055287)
281132541,01/25/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,23,0,45-64,F,WHITE,1000644,225855,40.786582,-73.940798,POINT (-73.940798 40.786582)
280855371,01/21/2024,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,B,45,0,25-44,M,BLACK HISPANIC,1031164,249603,40.851654,-73.830419,POINT (-73.830419 40.851654)
282215968,02/14/2024,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,B,40,0,25-44,M,WHITE HISPANIC,1005984,234768,40.811032955156485,-73.92148659886793,POINT (-73.92148659886793 40.811032955156485)
280792913,01/19/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,61,1,18-24,M,BLACK,996077,161202,40.609130685623,-73.95740454841642,POINT (-73.95740454841642 40.609130685623)
280958724,01/23/2024,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403005,M,K,72,0,25-44,M,WHITE HISPANIC,984074,178984,40.657949,-74.000634,POINT (-74.000634 40.657949)
281175774,01/26/2024,916,LEAVING SCENE-ACCIDENT-PERSONA,348,VEHICLE AND TRAFFIC LAWS,VTL06000AA,M,B,43,0,25-44,M,BLACK,1023057,239541,40.82407498496885,-73.859783398188,POINT (-73.859783398188 40.82407498496885)
280296024,01/10/2024,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,B,40,0,45-64,M,WHITE HISPANIC,1008152,237370,40.81816911491967,-73.91364550464145,POINT (-73.91364550464145 40.81816911491967)
280956423,01/23/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,M,6,0,<18,M,BLACK,982745,206647,40.733876,-74.005428,POINT (-74.005428 40.733876)
280752214,01/18/2024,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,B,40,0,18-24,M,BLACK,1007788,236701,40.816335,-73.91496,POINT (-73.91496 40.816335)
280682962,01/17/2024,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,49,0,45-64,M,WHITE HISPANIC,1021364,246978,40.844495,-73.865857,POINT (-73.865857 40.844495)
281230994,01/28/2024,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,61,0,25-44,F,BLACK,994908,159273,40.603838,-73.961615,POINT (-73.961615 40.603838)
280157743,01/08/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,43,0,25-44,M,WHITE,1023635,240187,40.825847,-73.85769,POINT (-73.85769 40.825847)
280446423,01/13/2024,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,Q,103,17,25-44,M,BLACK,1037559,194576,40.70058232906593,-73.80774181591707,POINT (-73.80774181591707 40.70058232906593)
280721530,01/18/2024,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,60,0,25-44,M,BLACK,991314,151625,40.58284882933051,-73.9745687111871,POINT (-73.9745687111871 40.58284882933051)
279912453,01/03/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,25-44,M,BLACK,1012956,183568,40.67048191989779,-73.89651898202584,POINT (-73.89651898202584 40.67048191989779)
281049932,01/24/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,Q,103,0,25-44,F,WHITE,1039125,192380,40.69454526325203,-73.80211196857,POINT (-73.80211196857 40.69454526325203)
281182184,01/26/2024,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,B,46,0,18-24,M,WHITE HISPANIC,1011144,251424,40.856734643082476,-73.90277949333723,POINT (-73.90277949333723 40.856734643082476)
281122091,01/25/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,72,0,25-44,M,WHITE HISPANIC,984801,179904,40.66047157556889,-73.99801402245733,POINT (-73.99801402245733 40.66047157556889)
280005648,01/05/2024,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,61,0,25-44,M,WHITE,997312,151760,40.583214,-73.952972,POINT (-73.952972 40.583214)
281478033,02/01/2024,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,113,3,25-44,F,WHITE,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666)
280041496,01/05/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,WHITE HISPANIC,987220,212676,40.750423,-73.98928,POINT (-73.98928 40.750423)
280120432,01/08/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,WHITE HISPANIC,982809,148594,40.574532029154426,-74.00518713528935,POINT (-74.00518713528935 40.574532029154426)
280816599,01/20/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,103,0,25-44,M,WHITE HISPANIC,1042323,195310,40.70256699973268,-73.7905542480767,POINT (-73.7905542480767 40.70256699973268)
280929021,01/22/2024,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1554001,F,M,18,0,45-64,M,WHITE HISPANIC,988210,218129,40.76539,-73.985702,POINT (-73.985702 40.76539)
280703857,01/17/2024,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,Q,113,0,18-24,M,BLACK,1052655,192884,40.695835,-73.753315,POINT (-73.753315 40.695835)
280360290,01/11/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,114,0,25-44,F,WHITE HISPANIC,1006954,216229,40.760147,-73.918044,POINT (-73.918044 40.760147)
280082300,01/06/2024,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,Q,110,0,45-64,M,WHITE HISPANIC,1016476,211202,40.746319,-73.883696,POINT (-73.883696 40.746319)
280145995,01/08/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601503,F,Q,110,0,25-44,M,WHITE HISPANIC,1020232,210719,40.744981,-73.870144,POINT (-73.870144 40.744981)
279794304,01/01/2024,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,K,72,0,25-44,M,ASIAN / PACIFIC ISLANDER,982897,172444,40.63999540965024,-74.00487514169902,POINT (-74.00487514169902 40.63999540965024)
280429557,01/12/2024,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,40,0,25-44,M,WHITE HISPANIC,1007704,237244,40.81782448132022,-73.91526450366901,POINT (-73.91526450366901 40.81782448132022)
280470070,01/13/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,40,0,45-64,M,BLACK,1006074,236931,40.816972,-73.921152,POINT (-73.921152 40.816972)
280343797,01/11/2024,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,Q,109,0,<18,M,BLACK HISPANIC,1032084,216954,40.762037,-73.827328,POINT (-73.827328 40.762037)
279912444,01/03/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,46,0,45-64,M,WHITE HISPANIC,1011859,252256,40.85901602527648,-73.90019137828081,POINT (-73.90019137828081 40.85901602527648)
280228784,01/09/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,Q,115,0,45-64,M,WHITE,1019903,213435,40.752435,-73.871317,POINT (-73.871317 40.752435)
280418623,01/12/2024,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0,25-44,M,WHITE HISPANIC,961330,165911,40.622036,-74.082561,POINT (-74.082561 40.622036)
281259424,01/28/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,WHITE HISPANIC,987220,212676,40.750423,-73.98928,POINT (-73.98928 40.750423)
279837037,01/02/2024,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,Q,113,0,18-24,F,WHITE HISPANIC,1049821,187349,40.680665,-73.763589,POINT (-73.763589 40.680665)
281110735,01/25/2024,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,M,30,0,25-44,M,BLACK,999750,241187,40.828666,-73.943989,POINT (-73.943989 40.828666)
280748544,01/18/2024,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,114,0,25-44,M,WHITE HISPANIC,1000362,215108,40.757085,-73.941842,POINT (-73.941842 40.757085)
280682981,01/17/2024,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,13,0,25-44,M,BLACK,986815,210966,40.745731,-73.990742,POINT (-73.990742 40.745731)
281027344,01/24/2024,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,79,0,18-24,M,WHITE HISPANIC,998326,189617,40.687121,-73.949243,POINT (-73.949243 40.687121)
280041507,01/05/2024,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,S,120,0,18-24,M,BLACK,962873,174172,40.6447209438691,-74.0770327198983,POINT (-74.0770327198983 40.6447209438691)
280172410,01/08/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,14,0,25-44,M,WHITE HISPANIC,986175,214455,40.755308,-73.99305,POINT (-73.99305 40.755308)
280042300,01/05/2024,563,PROSTITUTION,356,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,Q,109,0,45-64,F,ASIAN / PACIFIC ISLANDER,1031155,215723,40.758663,-73.830689,POINT (-73.830689 40.758663)
279978545,01/04/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,109,0,25-44,M,WHITE HISPANIC,1030206,215367,40.757691,-73.834115,POINT (-73.834115 40.757691)
281334676,01/30/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,45-64,M,BLACK,1024045,243057,40.833723,-73.856192,POINT (-73.856192 40.833723)
280041965,01/05/2024,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,69,0,18-24,M,WHITE HISPANIC,1010518,175579,40.64856145571811,-73.90533873724864,POINT (-73.90533873724864 40.64856145571811)
282017471,02/10/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,M,1,3,<18,M,BLACK HISPANIC,980863,198480,40.711458,-74.012216,POINT (-74.012216 40.711458)
280836998,01/20/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,103,0,25-44,F,BLACK,1040022,195779,40.703871,-73.798848,POINT (-73.798848 40.703871)
280041499,01/05/2024,521,"CONTROLLED SUBSTANCE, SALE 5",117,DANGEROUS DRUGS,PL 2203100,F,M,14,1,25-44,M,WHITE HISPANIC,987078,215157,40.757232265258125,-73.98979219054627,POINT (-73.98979219054627 40.757232265258125)
281650487,02/04/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,52,0,25-44,F,WHITE,1009475,257692,40.873944,-73.908788,POINT (-73.908788 40.873944)
280257929,01/10/2024,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,K,84,72,25-44,M,BLACK,987801,192258,40.694381,-73.987194,POINT (-73.987194 40.694381)
280401703,01/12/2024,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,K,84,1,45-64,M,BLACK HISPANIC,988390,190150,40.688596,-73.985072,POINT (-73.985072 40.688596)
281447979,01/31/2024,585,"PROSTITUTION 3,PROMOTING BUSIN",115,PROSTITUTION & RELATED OFFENSES,PL 2302501,F,B,40,0,25-44,M,WHITE HISPANIC,1007539,236330,40.815318,-73.915863,POINT (-73.915863 40.815318)
279954022,01/04/2024,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,B,41,0,18-24,M,BLACK,1014509,238113,40.820188951147415,-73.8906752472269,POINT (-73.8906752472269 40.820188951147415)
281373563,01/30/2024,707,"IMPERSONATION 2, PUBLIC SERVAN",340,FRAUDS,PL 1902300,M,Q,107,1,25-44,M,WHITE HISPANIC,1036401,196228,40.705123571173694,-73.81190532098371,POINT (-73.81190532098371 40.705123571173694)
280690848,01/17/2024,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,63,0,25-44,M,BLACK,1004478,165662,40.621357263809195,-73.92713463347043,POINT (-73.92713463347043 40.621357263809195)
279985745,01/04/2024,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,68,0,25-44,F,WHITE,981317,167311,40.625909,-74.010564,POINT (-74.010564 40.625909)
280676779,01/17/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,1,0,45-64,F,BLACK,981077,199627,40.714608,-74.011443,POINT (-74.011443 40.714608)
281155728,01/26/2024,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200503,F,M,25,0,65+,M,BLACK,1001950,231969,40.803362,-73.936063,POINT (-73.936063 40.803362)
280172394,01/09/2024,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,B,43,2,25-44,M,BLACK,1025329,238319,40.8207106714951,-73.85158175381945,POINT (-73.85158175381945 40.8207106714951)
281494740,02/01/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,1,0,25-44,F,WHITE HISPANIC,980802,199243,40.713554,-74.012437,POINT (-74.012437 40.713554)
280885499,01/21/2024,707,"IMPERSONATION 2, PUBLIC SERVAN",340,FRAUDS,PL 1902300,M,K,90,0,25-44,M,WHITE HISPANIC,997404,198151,40.710548,-73.95255,POINT (-73.95255 40.710548)
281444560,01/31/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,63,0,25-44,F,BLACK,1007166,167970,40.627687,-73.917443,POINT (-73.917443 40.627687)
281223844,01/27/2024,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,48,0,25-44,M,BLACK,1014917,248158,40.847759,-73.889154,POINT (-73.889154 40.847759)
281181856,01/26/2024,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,K,60,0,25-44,M,WHITE HISPANIC,989547,148969,40.575561,-73.980931,POINT (-73.980931 40.575561)
280924935,01/22/2024,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,B,48,0,18-24,M,WHITE HISPANIC,1017838,247121,40.844903,-73.878601,POINT (-73.878601 40.844903)
280620430,01/16/2024,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,47,0,25-44,M,BLACK,1026006,260645,40.881986,-73.848993,POINT (-73.848993 40.881986)
279805417,01/02/2024,501,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2201803,F,K,75,0,25-44,M,BLACK,1023322,182764,40.668236,-73.859154,POINT (-73.859154 40.668236)
280686481,01/17/2024,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,110,0,45-64,F,BLACK HISPANIC,1020232,210719,40.744981,-73.870144,POINT (-73.870144 40.744981)
281175802,01/26/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,F,WHITE HISPANIC,987220,212676,40.750423,-73.98928,POINT (-73.98928 40.750423)
282358770,02/17/2024,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100G,M,M,14,1,18-24,F,BLACK,987866,214721,40.75603526927576,-73.98694809910083,POINT (-73.98694809910083 40.75603526927576)
281635041,02/04/2024,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,110,0,<18,F,BLACK,1022564,207129,40.735116,-73.861747,POINT (-73.861747 40.735116)
281347665,01/30/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,34,0,45-64,M,BLACK HISPANIC,1003134,249255,40.850803,-73.931738,POINT (-73.931738 40.850803)
279791335,01/01/2024,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,105,0,45-64,F,BLACK,1054583,194787,40.701044,-73.746341,POINT (-73.746341 40.701044)
281569800,02/02/2024,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,110,0,25-44,M,WHITE HISPANIC,1019164,210169,40.7434812638841,-73.8740035373971,POINT (-73.8740035373971 40.7434812638841)
281024550,01/24/2024,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,113,3,25-44,M,WHITE HISPANIC,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666)
280062177,01/06/2024,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,M,7,0,18-24,M,BLACK,988848,200323,40.716517,-73.983411,POINT (-73.983411 40.716517)
281288033,01/29/2024,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,Q,107,0,45-64,M,WHITE,1036628,204948,40.729059,-73.811018,POINT (-73.811018 40.729059)
280127116,01/07/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,60,0,25-44,M,WHITE,995263,153250,40.587305104529875,-73.96034916781493,POINT (-73.96034916781493 40.587305104529875)
280662932,01/17/2024,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,47,0,25-44,M,BLACK HISPANIC,1026486,262591,40.887325,-73.847247,POINT (-73.847247 40.887325)
280429806,01/13/2024,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,M,Q,107,0,25-44,M,BLACK,1038756,200587,40.717076,-73.803374,POINT (-73.803374 40.717076)
281144544,01/26/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,K,69,0,25-44,M,BLACK,1010719,172862,40.64110328222585,-73.90462506022259,POINT (-73.90462506022259 40.64110328222585)
280666110,01/17/2024,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1702500,F,K,81,0,25-44,M,BLACK,1001500,193105,40.696688537296446,-73.93779178748973,POINT (-73.93779178748973 40.696688537296446)
280145985,01/08/2024,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,Q,113,0,25-44,M,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077)
280397190,01/12/2024,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,K,70,0,18-24,M,WHITE,997606,162436,40.612517,-73.951894,POINT (-73.951894 40.612517)
280894719,01/21/2024,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,110,0,25-44,M,WHITE HISPANIC,1022176,212076,40.748697,-73.863118,POINT (-73.863118 40.748697)
280543391,01/15/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,84,0,25-44,M,WHITE,987119,195061,40.702076,-73.989651,POINT (-73.989651 40.702076)
280682963,01/17/2024,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,40,0,25-44,M,BLACK HISPANIC,1006063,238341,40.82084,-73.921187,POINT (-73.921187 40.82084)
279900049,01/03/2024,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,Q,111,0,18-24,M,ASIAN / PACIFIC ISLANDER,1041999,216272,40.760107,-73.791542,POINT (-73.791542 40.760107)
280257925,01/10/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,25-44,M,BLACK,989468,148972,40.57556814653694,-73.98121659125884,POINT (-73.98121659125884 40.57556814653694)
281422833,01/31/2024,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,81,0,25-44,M,BLACK,1005312,190540,40.68964,-73.924051,POINT (-73.924051 40.68964)
280446415,01/13/2024,802,ALCOHOLIC BEVERAGE CONTROL LAW,346,ALCOHOLIC BEVERAGE CONTROL LAW,ABC0064B00,M,Q,114,0,25-44,M,BLACK,1004610,213907,40.753779,-73.92651,POINT (-73.92651 40.753779)
279964495,01/04/2024,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,106,0,45-64,M,ASIAN / PACIFIC ISLANDER,1036118,187758,40.681879,-73.81299,POINT (-73.81299 40.681879)
279870464,01/03/2024,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,33,0,25-44,M,BLACK,999854,244888,40.838823,-73.943604,POINT (-73.943604 40.838823)
281626499,02/04/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,WHITE HISPANIC,1041452,197361,40.708202,-73.793675,POINT (-73.793675 40.708202)
281468600,02/01/2024,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,41,1,25-44,M,BLACK,1013878,239551,40.82413799033059,-73.89294867750611,POINT (-73.89294867750611 40.82413799033059)
280718910,01/18/2024,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,K,68,0,18-24,M,WHITE HISPANIC,977947,172030,40.6388651705916,-74.0227120876572,POINT (-74.0227120876572 40.6388651705916)
281480877,02/01/2024,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 140251B,F,B,42,0,25-44,M,BLACK,1008754,238895,40.822355,-73.911463,POINT (-73.911463 40.822355)
281491790,02/01/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,Q,103,0,45-64,F,WHITE,1043381,197253,40.707893054659024,-73.78672142438155,POINT (-73.78672142438155 40.707893054659024)
280751747,01/18/2024,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,43,0,45-64,F,WHITE HISPANIC,1023635,240187,40.825847,-73.85769,POINT (-73.85769 40.825847)
280752232,01/18/2024,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,33,0,18-24,M,WHITE HISPANIC,1000606,243285,40.834423,-73.940891,POINT (-73.940891 40.834423)
281261385,01/28/2024,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,45-64,M,WHITE,991628,172344,40.639719,-73.973413,POINT (-73.973413 40.639719)
281737073,02/06/2024,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,115,0,25-44,F,BLACK HISPANIC,1018713,214945,40.756585,-73.875603,POINT (-73.875603 40.756585)
281203339,01/27/2024,153,RAPE 3,104,RAPE,PL 1302503,F,Q,106,0,45-64,M,WHITE HISPANIC,1028607,187930,40.682398279333,-73.8400721577516,POINT (-73.8400721577516 40.682398279333)
281441840,01/31/2024,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,Q,100,0,45-64,M,WHITE,1036674,153399,40.587565897047504,-73.81125352932969,POINT (-73.81125352932969 40.587565897047504)
